relation_pair_key,pred_label,entity1_canonical_text,entity1_type,entity2_canonical_text,entity2_type,relation_group,relation_count,max_pred_score,mean_pred_score,pmids,unique_pmid_count,same_sentence_count,has_validated_pesticide,has_unvalidated_chemical,example_title
"dieldrin||ChemicalEntity --> dimethyl 2,3,5,6-tetrachlorobenzene-1,4-dicarboxylate||ChemicalEntity",Positive_Correlation,dieldrin,ChemicalEntity,"dimethyl 2,3,5,6-tetrachlorobenzene-1,4-dicarboxylate",ChemicalEntity,Positive effect,1,7.1257567,7.126,3937849,1,1,True,False,Organochlorine residues in finfish from Maryland waters 1976-1980.
dieldrin||ChemicalEntity --> fipronil||ChemicalEntity,Negative_Correlation,dieldrin,ChemicalEntity,fipronil,ChemicalEntity,Negative effect,1,8.670504,8.671,30898542,1,1,True,False,Mutations in Rhipicephalus microplus GABA gated chloride channel gene associated with fipronil resistance.
dieldrin||ChemicalEntity --> gap-43||GeneOrGeneProduct,Positive_Correlation,dieldrin,ChemicalEntity,gap-43,GeneOrGeneProduct,Positive effect,1,9.366001,9.366,28385489,1,1,True,False,Developmental neurotoxicity of different pesticides in PC-12 cells in vitro.
dieldrin||ChemicalEntity --> methoxychlor||ChemicalEntity,Negative_Correlation,dieldrin,ChemicalEntity,methoxychlor,ChemicalEntity,Negative effect,1,8.219654,8.22,26479327,1,1,True,False,Organochlorine Pesticides Exposure and Bladder Cancer: Evaluation from a Gene-Environment Perspective in a Hospital-Based Case-Control Study in the Canary Islands (Spain).
dieldrin||ChemicalEntity --> perch||OrganismTaxon,Positive_Correlation,dieldrin,ChemicalEntity,perch,OrganismTaxon,Positive effect,1,7.854522,7.855,3937849,1,1,True,False,Organochlorine residues in finfish from Maryland waters 1976-1980.
dieldrin||ChemicalEntity --> pirimiphos-methyl||ChemicalEntity,Negative_Correlation,dieldrin,ChemicalEntity,pirimiphos-methyl,ChemicalEntity,Negative effect,1,7.2284007,7.228,21192834,1,1,True,False,Pyrethroid resistance in southern African Anopheles funestus extends to Likoma Island in Lake Malawi.
dieldrin||ChemicalEntity --> tick||OrganismTaxon,Negative_Correlation,dieldrin,ChemicalEntity,tick,OrganismTaxon,Negative effect,1,8.448268,8.448,30898542,1,1,True,False,Mutations in Rhipicephalus microplus GABA gated chloride channel gene associated with fipronil resistance.
diethion||ChemicalEntity -- ethyltrianol||ChemicalEntity,Association,ethyltrianol,ChemicalEntity,diethion,ChemicalEntity,General association,1,9.107729,9.108,17474521,1,1,True,False,Determination of pesticide residues in foods by acetonitrile extraction and partitioning with magnesium sulfate: collaborative study.
diethion||ChemicalEntity -- methamidophos||ChemicalEntity,Association,methamidophos,ChemicalEntity,diethion,ChemicalEntity,General association,1,9.2729,9.273,17474521,1,1,True,False,Determination of pesticide residues in foods by acetonitrile extraction and partitioning with magnesium sulfate: collaborative study.
diethion||ChemicalEntity -- methomyl||ChemicalEntity,Association,methomyl,ChemicalEntity,diethion,ChemicalEntity,General association,1,8.788156,8.788,17474521,1,1,True,False,Determination of pesticide residues in foods by acetonitrile extraction and partitioning with magnesium sulfate: collaborative study.
diethion||ChemicalEntity -- omethoate||ChemicalEntity,Association,diethion,ChemicalEntity,omethoate,ChemicalEntity,General association,1,7.3539124,7.354,36916048,1,1,True,False,"Assessment of organophosphate pesticide residues in environmental media of Araromi farm settlement, Osun State, Nigeria."
diethion||ChemicalEntity -- oranges||OrganismTaxon,Association,diethion,ChemicalEntity,oranges,OrganismTaxon,General association,1,9.228321,9.228,17474521,1,1,True,False,Determination of pesticide residues in foods by acetonitrile extraction and partitioning with magnesium sulfate: collaborative study.
diethion||ChemicalEntity -- profenofos||ChemicalEntity,Association,profenofos,ChemicalEntity,diethion,ChemicalEntity,General association,1,6.6838593,6.684,36916048,1,1,True,False,"Assessment of organophosphate pesticide residues in environmental media of Araromi farm settlement, Osun State, Nigeria."
diethion||ChemicalEntity -- prothiofos||ChemicalEntity,Association,prothiofos,ChemicalEntity,diethion,ChemicalEntity,General association,2,8.971258,8.162,36916048,2,2,True,False,"Assessment of organophosphate pesticide residues in environmental media of Araromi farm settlement, Osun State, Nigeria."
diethion||ChemicalEntity -- pymetrozine||ChemicalEntity,Association,pymetrozine,ChemicalEntity,diethion,ChemicalEntity,General association,1,8.768952,8.769,17474521,1,1,True,False,Determination of pesticide residues in foods by acetonitrile extraction and partitioning with magnesium sulfate: collaborative study.
diethion||ChemicalEntity -- toluene||ChemicalEntity,Association,toluene,ChemicalEntity,diethion,ChemicalEntity,General association,1,7.8207183,7.821,17474521,1,1,True,False,Determination of pesticide residues in foods by acetonitrile extraction and partitioning with magnesium sulfate: collaborative study.
diethion||ChemicalEntity -- trifluralin||ChemicalEntity,Association,trifluralin,ChemicalEntity,diethion,ChemicalEntity,General association,1,8.469168,8.469,17474521,1,1,True,False,Determination of pesticide residues in foods by acetonitrile extraction and partitioning with magnesium sulfate: collaborative study.
diethion||ChemicalEntity --> lemons||OrganismTaxon,Negative_Correlation,diethion,ChemicalEntity,lemons,OrganismTaxon,Negative effect,1,6.605893,6.606,29109044,1,1,True,False,Target vs non-target analysis to determine pesticide residues in fruits from Saudi Arabia and influence in potential risk associated with exposure.
diethofencarb||ChemicalEntity --> MBC||DiseaseOrPhenotypicFeature,Negative_Correlation,diethofencarb,ChemicalEntity,MBC,DiseaseOrPhenotypicFeature,Negative effect,1,7.297585,7.298,8082187,1,1,True,False,Amino-acid alterations in the beta-tubulin gene of Neurospora crassa that confer resistance to carbendazim and diethofencarb.
diethofencarb||ChemicalEntity --> Neurospora crassa||OrganismTaxon,Negative_Correlation,diethofencarb,ChemicalEntity,Neurospora crassa,OrganismTaxon,Negative effect,2,6.397459,6.098,8082187,1,2,True,False,Amino-acid alterations in the beta-tubulin gene of Neurospora crassa that confer resistance to carbendazim and diethofencarb.
diethofencarb||ChemicalEntity --> beta-tubulin||GeneOrGeneProduct,Negative_Correlation,diethofencarb,ChemicalEntity,beta-tubulin,GeneOrGeneProduct,Negative effect,1,6.397459,6.397,8082187,1,1,True,False,Amino-acid alterations in the beta-tubulin gene of Neurospora crassa that confer resistance to carbendazim and diethofencarb.
diethofencarb||ChemicalEntity --> carbendazim||ChemicalEntity,Negative_Correlation,diethofencarb,ChemicalEntity,carbendazim,ChemicalEntity,Negative effect,1,5.558861,5.559,8082187,1,1,True,False,Amino-acid alterations in the beta-tubulin gene of Neurospora crassa that confer resistance to carbendazim and diethofencarb.
diethoxy-quinoxalin-2-yloxy-sulfanylidene-lambda5-phosphane||ChemicalEntity -- fenthion||ChemicalEntity,Association,fenthion,ChemicalEntity,diethoxy-quinoxalin-2-yloxy-sulfanylidene-lambda5-phosphane,ChemicalEntity,General association,1,7.426042,7.426,10775335,1,1,True,False,"Pesticide residues in grapes, wine, and their processing products."
diethoxy-quinoxalin-2-yloxy-sulfanylidene-lambda5-phosphane||ChemicalEntity -- fluazinam||ChemicalEntity,Association,fluazinam,ChemicalEntity,diethoxy-quinoxalin-2-yloxy-sulfanylidene-lambda5-phosphane,ChemicalEntity,General association,1,6.9614,6.961,10775335,1,1,True,False,"Pesticide residues in grapes, wine, and their processing products."
diethoxy-quinoxalin-2-yloxy-sulfanylidene-lambda5-phosphane||ChemicalEntity -- mepanipyrim||ChemicalEntity,Association,mepanipyrim,ChemicalEntity,diethoxy-quinoxalin-2-yloxy-sulfanylidene-lambda5-phosphane,ChemicalEntity,General association,1,7.315649,7.316,10775335,1,1,True,False,"Pesticide residues in grapes, wine, and their processing products."
diethoxy-quinoxalin-2-yloxy-sulfanylidene-lambda5-phosphane||ChemicalEntity -- vinclozolin||ChemicalEntity,Association,diethoxy-quinoxalin-2-yloxy-sulfanylidene-lambda5-phosphane,ChemicalEntity,vinclozolin,ChemicalEntity,General association,1,7.389443,7.389,10775335,1,1,True,False,"Pesticide residues in grapes, wine, and their processing products."
diethoxy-quinoxalin-2-yloxy-sulfanylidene-lambda5-phosphane||ChemicalEntity --> chlorpyrifos||ChemicalEntity,Negative_Correlation,diethoxy-quinoxalin-2-yloxy-sulfanylidene-lambda5-phosphane,ChemicalEntity,chlorpyrifos,ChemicalEntity,Negative effect,1,6.7022305,6.702,34323801,1,1,True,False,"A translocation analysis of organophosphate pesticides between surface water, sediments and tissues of common reed Phragmites australis."
"diethoxy-sulfanylidene-[(3,5,6-trichloro-2-pyridinyl)oxy]-lambda5-phosphane||ChemicalEntity -- mirex||ChemicalEntity",Association,mirex,ChemicalEntity,"diethoxy-sulfanylidene-[(3,5,6-trichloro-2-pyridinyl)oxy]-lambda5-phosphane",ChemicalEntity,General association,1,8.063921,8.064,10805237,1,1,True,False,Detection of persistent organic pollutants in the Mississippi Delta using semipermeable membrane devices.
"diethyl (3,5,6-trichloro-2-pyridinyl) phosphate||ChemicalEntity -- transpermethrin||ChemicalEntity",Association,transpermethrin,ChemicalEntity,"diethyl (3,5,6-trichloro-2-pyridinyl) phosphate",ChemicalEntity,General association,1,6.212315,6.212,15663293,1,1,True,False,Inhibition of trans-permethrin hydrolysis in human liver fractions by chloropyrifos oxon and carbaryl.
"diethyl (3,5,6-trichloro-2-pyridinyl) phosphate||ChemicalEntity --> chlorpyrifos||ChemicalEntity",Negative_Correlation,"diethyl (3,5,6-trichloro-2-pyridinyl) phosphate",ChemicalEntity,chlorpyrifos,ChemicalEntity,Negative effect,1,6.0763164,6.076,28768160,1,1,True,False,Cytochrome P450 genes from the aquatic midge Chironomus tentans: Atrazine-induced up-regulation of CtCYP6EX3 enhanced the toxicity of chlorpyrifos.
diethyl (4-nitrophenyl) phosphate||ChemicalEntity -- parathion||ChemicalEntity,Association,diethyl (4-nitrophenyl) phosphate,ChemicalEntity,parathion,ChemicalEntity,General association,1,6.307272,6.307,16757081,1,1,True,False,"Diazinon, chlorpyrifos and parathion are metabolised by multiple cytochromes P450 in human liver."
diethyl (6-methyl-2-propan-2-ylpyrimidin-4-yl) phosphate||ChemicalEntity --> diazinon||ChemicalEntity,Positive_Correlation,diethyl (6-methyl-2-propan-2-ylpyrimidin-4-yl) phosphate,ChemicalEntity,diazinon,ChemicalEntity,Positive effect,1,4.710299,4.71,16757081,1,1,True,False,"Diazinon, chlorpyrifos and parathion are metabolised by multiple cytochromes P450 in human liver."
diethyl (Z)-but-2-enedioate||ChemicalEntity -- metaflumizone||ChemicalEntity,Association,metaflumizone,ChemicalEntity,diethyl (Z)-but-2-enedioate,ChemicalEntity,General association,1,7.082422,7.082,32429053,1,1,True,False,"Biochemical Mechanisms, Cross-resistance and Stability of Resistance to Metaflumizone in Plutella xylostella."
diethyl (Z)-but-2-enedioate||ChemicalEntity --> imidacloprid||ChemicalEntity,Positive_Correlation,diethyl (Z)-but-2-enedioate,ChemicalEntity,imidacloprid,ChemicalEntity,Positive effect,1,6.241852,6.242,38950739,1,1,True,False,Heterologous expression and characterization of two delta glutathione S-transferases genes involved in imidacloprid metabolism in Grapholita molesta.
diethyl (Z)-but-2-enedioate||ChemicalEntity --> sulfoxaflor||ChemicalEntity,Positive_Correlation,diethyl (Z)-but-2-enedioate,ChemicalEntity,sulfoxaflor,ChemicalEntity,Positive effect,1,8.496401,8.496,28456311,1,1,True,False,Cross-resistance pattern and basis of resistance in a thiamethoxam-resistant strain of Aphis gossypii Glover.
diethyl 2-dimethoxyphosphinothioylsulfanylbutanedioate||ChemicalEntity --> permethrin||ChemicalEntity,Cotreatment,diethyl 2-dimethoxyphosphinothioylsulfanylbutanedioate,ChemicalEntity,permethrin,ChemicalEntity,Treatment / co-exposure,1,4.5719743,4.572,8700010,1,1,True,False,[The insecticidal activity of the new combined dust Malcord].
diethyl 2-dimethoxyphosphorylsulfanylbutanedioate||ChemicalEntity --> carbaril||ChemicalEntity,Positive_Correlation,diethyl 2-dimethoxyphosphorylsulfanylbutanedioate,ChemicalEntity,carbaril,ChemicalEntity,Positive effect,1,9.028745,9.029,3086564,1,1,True,False,Kinetics of carbaryl and malathion in combination in the rat.
diethyl pyrocarbonate||ChemicalEntity -- imidacloprid||ChemicalEntity,Association,imidacloprid,ChemicalEntity,diethyl pyrocarbonate,ChemicalEntity,General association,1,8.366759,8.367,16167841,1,1,True,False,"Neonicotinoid nitroguanidine insecticide metabolites: synthesis and nicotinic receptor potency of guanidines, aminoguanidines, and their derivatives."
difenacoum||ChemicalEntity --> R. norvegicus||OrganismTaxon,Negative_Correlation,difenacoum,ChemicalEntity,R. norvegicus,OrganismTaxon,Negative effect,1,7.520785,7.521,7462594,1,1,True,False,Laboratory trials of seven rodenticides for use against the cotton rat (Sigmodon hispidus).
difenacoum||ChemicalEntity --> Rattus rattus||OrganismTaxon,Negative_Correlation,difenacoum,ChemicalEntity,Rattus rattus,OrganismTaxon,Negative effect,1,8.659731,8.66,7462594,1,1,True,False,Laboratory trials of seven rodenticides for use against the cotton rat (Sigmodon hispidus).
difenacoum||ChemicalEntity --> S. hispidus||OrganismTaxon,Negative_Correlation,difenacoum,ChemicalEntity,S. hispidus,OrganismTaxon,Negative effect,1,6.355845,6.356,7462594,1,1,True,False,Laboratory trials of seven rodenticides for use against the cotton rat (Sigmodon hispidus).
difenoconazole||ChemicalEntity -- fluopyram||ChemicalEntity,Association,difenoconazole,ChemicalEntity,fluopyram,ChemicalEntity,General association,1,6.6953144,6.695,31596693,1,1,True,False,Emergence of Stemphylium Leaf Blight of Onion in New York Associated With Fungicide Resistance.
difenoconazole||ChemicalEntity -- iprodione||ChemicalEntity,Association,difenoconazole,ChemicalEntity,iprodione,ChemicalEntity,General association,1,8.820394,8.82,30781180,1,1,True,False,Rain Fastness and Persistence of Fungicides for Control of Alternaria Brown Spot of Citrus.
difenoconazole||ChemicalEntity -- pyrimethanil||ChemicalEntity,Association,pyrimethanil,ChemicalEntity,difenoconazole,ChemicalEntity,General association,1,7.9002748,7.9,31596693,1,1,True,False,Emergence of Stemphylium Leaf Blight of Onion in New York Associated With Fungicide Resistance.
difenoconazole||ChemicalEntity --> C. fimbriata||OrganismTaxon,Negative_Correlation,difenoconazole,ChemicalEntity,C. fimbriata,OrganismTaxon,Negative effect,2,7.1177444,7.118,30682928,1,2,True,False,"Genetic Diversity, Fungicide Sensitivity, and Host Resistance to Ceratocystis fimbriata Infecting Sweetpotato in North Carolina."
difenoconazole||ChemicalEntity --> MAT-2||GeneOrGeneProduct,Negative_Correlation,difenoconazole,ChemicalEntity,MAT-2,GeneOrGeneProduct,Negative effect,1,7.441753,7.442,30682928,1,1,True,False,"Genetic Diversity, Fungicide Sensitivity, and Host Resistance to Ceratocystis fimbriata Infecting Sweetpotato in North Carolina."
difenoconazole||ChemicalEntity --> apple||OrganismTaxon,Positive_Correlation,difenoconazole,ChemicalEntity,apple,OrganismTaxon,Positive effect,1,8.948087,8.948,36495984,1,0,True,False,High and low temperature processing: Effective tool reducing pesticides in/on apple used in a risk assessment of dietary intake protocol.
difenoconazole||ChemicalEntity --> cyprodinil||ChemicalEntity,Negative_Correlation,difenoconazole,ChemicalEntity,cyprodinil,ChemicalEntity,Negative effect,1,8.670504,8.671,30901782,1,1,True,False,Heterogeneous degradation of pesticides by OH radicals in the atmosphere: Influence of humidity and particle type on the kinetics.
difenoconazole||ChemicalEntity --> pineapple||OrganismTaxon,Negative_Correlation,difenoconazole,ChemicalEntity,pineapple,OrganismTaxon,Negative effect,1,7.2166276,7.217,33749893,1,1,True,False,Early Toxic Effects in a Central American Native Fish (Parachromis dovii) Exposed to Chlorpyrifos and Difenoconazole.
difenoconazole||ChemicalEntity --> sweetpotato||OrganismTaxon,Negative_Correlation,difenoconazole,ChemicalEntity,sweetpotato,OrganismTaxon,Negative effect,1,7.441753,7.442,30682928,1,1,True,False,"Genetic Diversity, Fungicide Sensitivity, and Host Resistance to Ceratocystis fimbriata Infecting Sweetpotato in North Carolina."
diflubenzuron||ChemicalEntity -- etofenprox||ChemicalEntity,Association,etofenprox,ChemicalEntity,diflubenzuron,ChemicalEntity,General association,1,8.737462,8.737,17915515,1,1,True,False,Insecticide resistance in potential vector mosquitoes for West Nile virus in Japan.
diflubenzuron||ChemicalEntity -- locust||DiseaseOrPhenotypicFeature,Association,diflubenzuron,ChemicalEntity,locust,DiseaseOrPhenotypicFeature,General association,1,5.5257125,5.526,9002437,1,0,True,False,"Virulence of the entomopathogenic fungus Metarhizium flavoviride Gams and Rozsypal and toxicity of diflubenzuron, fenitrothion-esfenvalerate and profenofos-cypermethrin to nontarget arthropods in Mauritania."
