final_relation_key,pred_label,entity1_display_name,entity1_canonical_text,entity1_type,entity1_merge_id,entity1_pubchem_cid,entity1_pubchem_inchikey,entity2_display_name,entity2_canonical_text,entity2_type,entity2_merge_id,entity2_pubchem_cid,entity2_pubchem_inchikey,relation_group,relation_count,max_pred_score,mean_pred_score,pmids,same_sentence_count,has_validated_pesticide,has_unvalidated_chemical,example_title,unique_pmid_count
INCHIKEY:AFMIYEXCCPCEKD-UHFFFAOYSA-N||ChemicalEntity -- INCHIKEY:WCXDHFDTOYPNIE-UHFFFAOYSA-N||ChemicalEntity,Association,nitromethylene,nitromethylene,ChemicalEntity,INCHIKEY:AFMIYEXCCPCEKD-UHFFFAOYSA-N,177071,AFMIYEXCCPCEKD-UHFFFAOYSA-N,acetamiprid,acetamiprid,ChemicalEntity,INCHIKEY:WCXDHFDTOYPNIE-UHFFFAOYSA-N,213021,WCXDHFDTOYPNIE-UHFFFAOYSA-N,General association,1,7.508423,7.508,10369463,1,True,False,Minor structural changes in nicotinoid insecticides confer differential subtype selectivity for mammalian nicotinic acetylcholine receptors.,1
INCHIKEY:CFRPSFYHXJZSBI-DHZHZOJOSA-N||ChemicalEntity -- TEXT:GeneOrGeneProduct:alpha3 nicotinic achrs||GeneOrGeneProduct,Association,nitenpyram,nitenpyram,ChemicalEntity,INCHIKEY:CFRPSFYHXJZSBI-DHZHZOJOSA-N,3034287,CFRPSFYHXJZSBI-DHZHZOJOSA-N,alpha3 nicotinic AChRs,alpha3 nicotinic AChRs,GeneOrGeneProduct,TEXT:GeneOrGeneProduct:alpha3 nicotinic achrs,,,General association,1,7.508423,7.508,10369463,1,True,False,Minor structural changes in nicotinoid insecticides confer differential subtype selectivity for mammalian nicotinic acetylcholine receptors.,1
INCHIKEY:CHIFOSRWCNZCFN-UHFFFAOYSA-N||ChemicalEntity -- TEXT:DiseaseOrPhenotypicFeature:cancer||DiseaseOrPhenotypicFeature,Association,pendimethalin,pendimethalin,ChemicalEntity,INCHIKEY:CHIFOSRWCNZCFN-UHFFFAOYSA-N,38479,CHIFOSRWCNZCFN-UHFFFAOYSA-N,cancer,cancer,DiseaseOrPhenotypicFeature,TEXT:DiseaseOrPhenotypicFeature:cancer,,,General association,1,7.508423,7.508,16452832,1,True,False,Pendimethalin exposure and cancer incidence among pesticide applicators.,1
INCHIKEY:CVXBEEMKQHEXEN-UHFFFAOYSA-N||ChemicalEntity -- TEXT:DiseaseOrPhenotypicFeature:head lice||DiseaseOrPhenotypicFeature,Association,carbaril,carbaril,ChemicalEntity,INCHIKEY:CVXBEEMKQHEXEN-UHFFFAOYSA-N,6129,CVXBEEMKQHEXEN-UHFFFAOYSA-N,head lice,head lice,DiseaseOrPhenotypicFeature,TEXT:DiseaseOrPhenotypicFeature:head lice,,,General association,1,7.508423,7.508,10583056,1,True,False,Evidence for double resistance to permethrin and malathion in head lice.,1
INCHIKEY:CVXBEEMKQHEXEN-UHFFFAOYSA-N||ChemicalEntity -- TEXT:OrganismTaxon:pacific salmon||OrganismTaxon,Association,carbaril,carbaril,ChemicalEntity,INCHIKEY:CVXBEEMKQHEXEN-UHFFFAOYSA-N,6129,CVXBEEMKQHEXEN-UHFFFAOYSA-N,Pacific salmon,Pacific salmon,OrganismTaxon,TEXT:OrganismTaxon:pacific salmon,,,General association,1,7.508423,7.508,16704049,1,True,False,Dose-additive inhibition of chinook salmon acetylcholinesterase activity by mixtures of organophosphate and carbamate insecticides.,1
INCHIKEY:OIPILFWXSMYKGL-UHFFFAOYSA-N||ChemicalEntity -- TEXT:ChemicalEntity:organophosphate||ChemicalEntity,Association,organophosphate,organophosphate,ChemicalEntity,TEXT:ChemicalEntity:organophosphate,,,2-acetyloxyethyl(trimethyl)azanium,2-acetyloxyethyl(trimethyl)azanium,ChemicalEntity,INCHIKEY:OIPILFWXSMYKGL-UHFFFAOYSA-N,187,OIPILFWXSMYKGL-UHFFFAOYSA-N,General association,1,7.508423,7.508,16704049,0,True,False,Dose-additive inhibition of chinook salmon acetylcholinesterase activity by mixtures of organophosphate and carbamate insecticides.,1
INCHIKEY:RLLPVAHGXHCWKJ-UHFFFAOYSA-N||ChemicalEntity -- TEXT:GeneOrGeneProduct:specific esterase||GeneOrGeneProduct,Association,permethrin,permethrin,ChemicalEntity,INCHIKEY:RLLPVAHGXHCWKJ-UHFFFAOYSA-N,40326,RLLPVAHGXHCWKJ-UHFFFAOYSA-N,specific esterase,specific esterase,GeneOrGeneProduct,TEXT:GeneOrGeneProduct:specific esterase,,,General association,1,7.508423,7.508,10583056,1,True,False,Evidence for double resistance to permethrin and malathion in head lice.,1
INCHIKEY:WCXDHFDTOYPNIE-UHFFFAOYSA-N||ChemicalEntity -- TEXT:ChemicalEntity:n-[(6-chloro-3-pyridinyl)methyl]-n'-cyano-n-methylethanimidamide||ChemicalEntity,Association,acetamiprid,acetamiprid,ChemicalEntity,INCHIKEY:WCXDHFDTOYPNIE-UHFFFAOYSA-N,213021,WCXDHFDTOYPNIE-UHFFFAOYSA-N,N-[(6-chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide,N-[(6-chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide,ChemicalEntity,TEXT:ChemicalEntity:n-[(6-chloro-3-pyridinyl)methyl]-n'-cyano-n-methylethanimidamide,,,General association,1,7.508423,7.508,19248625,0,True,False,[The effect of pesticide acetamiprid on biochemical markers in tissues of fresh water bivalve mussels Anodonta cygnea L. (Unionidae)].,1
INCHIKEY:KAATUXNTWXVJKI-UHFFFAOYSA-N||ChemicalEntity --> TEXT:GeneOrGeneProduct:cdk4||GeneOrGeneProduct,Positive_Correlation,cypermethrin,cypermethrin,ChemicalEntity,INCHIKEY:KAATUXNTWXVJKI-UHFFFAOYSA-N,2912,KAATUXNTWXVJKI-UHFFFAOYSA-N,CDK4,CDK4,GeneOrGeneProduct,TEXT:GeneOrGeneProduct:cdk4,,,Positive effect,1,7.5082703,7.508,27322250,1,True,False,Cypermethrin Induces Macrophages Death through Cell Cycle Arrest and Oxidative Stress-Mediated JNK/ERK Signaling Regulated Apoptosis.,1
INCHIKEY:YWTYJOPNNQFBPC-UHFFFAOYSA-N||ChemicalEntity --> TEXT:DiseaseOrPhenotypicFeature:cysts||DiseaseOrPhenotypicFeature,Positive_Correlation,imidacloprid,imidacloprid,ChemicalEntity,INCHIKEY:YWTYJOPNNQFBPC-UHFFFAOYSA-N,86287518,YWTYJOPNNQFBPC-UHFFFAOYSA-N,cysts,cysts,DiseaseOrPhenotypicFeature,TEXT:DiseaseOrPhenotypicFeature:cysts,,,Positive effect,1,7.5082703,7.508,27299658,1,True,False,Toxic effects of imidacloprid on adult loach (Misgurnus anguillicaudatus).,1
INCHIKEY:LKDRXBCSQODPBY-VRPWFDPXSA-N||ChemicalEntity --> INCHIKEY:SBPBAQFWLVIOKP-UHFFFAOYSA-N||ChemicalEntity,Negative_Correlation,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol","(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",ChemicalEntity,INCHIKEY:LKDRXBCSQODPBY-VRPWFDPXSA-N,2723872,LKDRXBCSQODPBY-VRPWFDPXSA-N,chlorpyrifos,chlorpyrifos,ChemicalEntity,INCHIKEY:SBPBAQFWLVIOKP-UHFFFAOYSA-N,2730,SBPBAQFWLVIOKP-UHFFFAOYSA-N,Negative effect,1,7.507851,7.508,26519800,1,True,False,Fructose as a novel photosensitizer: Characterization of reactive oxygen species and an application in degradation of diuron and chlorpyrifos.,1
INCHIKEY:YWTYJOPNNQFBPC-UHFFFAOYSA-N||ChemicalEntity --> INCHIKEY:QQODLKZGRKWIFG-UHFFFAOYSA-N||ChemicalEntity,Negative_Correlation,imidacloprid,imidacloprid,ChemicalEntity,INCHIKEY:YWTYJOPNNQFBPC-UHFFFAOYSA-N,86287518,YWTYJOPNNQFBPC-UHFFFAOYSA-N,cyfluthrin,cyfluthrin,ChemicalEntity,INCHIKEY:QQODLKZGRKWIFG-UHFFFAOYSA-N,104926,QQODLKZGRKWIFG-UHFFFAOYSA-N,Negative effect,1,7.507851,7.508,26546486,1,True,False,Comparative Effectiveness of Insecticides for Use Against the House Fly (Diptera: Muscidae): Determination of Resistance Levels on a Malaysian Poultry Farm.,1
INCHIKEY:HCAJQHYUCKICQH-VPENINKCSA-N||ChemicalEntity -- TEXT:ChemicalEntity:neonicotinoid||ChemicalEntity,Association,neonicotinoid,neonicotinoid,ChemicalEntity,TEXT:ChemicalEntity:neonicotinoid,,,"2-amino-9-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-1,7-dihydropurine-6,8-dione","2-amino-9-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-1,7-dihydropurine-6,8-dione",ChemicalEntity,INCHIKEY:HCAJQHYUCKICQH-VPENINKCSA-N,135440064,HCAJQHYUCKICQH-VPENINKCSA-N,General association,1,7.507659,7.508,38145670,1,True,False,"Urinary biomarkers of exposure to organophosphate, pyrethroid, neonicotinoid insecticides and oxidative stress: A repeated measurement analysis among pregnant women.",1
INCHIKEY:SBPBAQFWLVIOKP-UHFFFAOYSA-N||ChemicalEntity --> TEXT:OrganismTaxon:b. tabaci||OrganismTaxon,Negative_Correlation,chlorpyrifos,chlorpyrifos,ChemicalEntity,INCHIKEY:SBPBAQFWLVIOKP-UHFFFAOYSA-N,2730,SBPBAQFWLVIOKP-UHFFFAOYSA-N,B. tabaci,B. tabaci,OrganismTaxon,TEXT:OrganismTaxon:b. tabaci,,,Negative effect,1,7.5075874,7.508,17598296,1,True,False,Field evaluation of different insecticide use strategies as resistance management and control tactics for Bemisia tabaci (Hemiptera: Aleyrodidae).,1
INCHIKEY:WFDXOXNFNRHQEC-GHRIWEEISA-N||ChemicalEntity --> TEXT:DiseaseOrPhenotypicFeature:botrytis cinerea||DiseaseOrPhenotypicFeature,Negative_Correlation,azoxystrobin,azoxystrobin,ChemicalEntity,INCHIKEY:WFDXOXNFNRHQEC-GHRIWEEISA-N,3034285,WFDXOXNFNRHQEC-GHRIWEEISA-N,Botrytis cinerea,Botrytis cinerea,DiseaseOrPhenotypicFeature,TEXT:DiseaseOrPhenotypicFeature:botrytis cinerea,,,Negative effect,1,7.507289,7.507,15151307,1,True,False,Activity of some chemicals in the control of Botrytis cinerea on roses.,1
INCHIKEY:YWTYJOPNNQFBPC-UHFFFAOYSA-N||ChemicalEntity -- TEXT:DiseaseOrPhenotypicFeature:impaired papillary function||DiseaseOrPhenotypicFeature,Association,imidacloprid,imidacloprid,ChemicalEntity,INCHIKEY:YWTYJOPNNQFBPC-UHFFFAOYSA-N,86287518,YWTYJOPNNQFBPC-UHFFFAOYSA-N,impaired papillary function,impaired papillary function,DiseaseOrPhenotypicFeature,TEXT:DiseaseOrPhenotypicFeature:impaired papillary function,,,General association,1,7.5068974,7.507,18534311,1,True,False,Fatal intoxication with imidacloprid insecticide.,1
INCHIKEY:YWTYJOPNNQFBPC-UHFFFAOYSA-N||ChemicalEntity --> TEXT:DiseaseOrPhenotypicFeature:gl-my||DiseaseOrPhenotypicFeature,Negative_Correlation,imidacloprid,imidacloprid,ChemicalEntity,INCHIKEY:YWTYJOPNNQFBPC-UHFFFAOYSA-N,86287518,YWTYJOPNNQFBPC-UHFFFAOYSA-N,GL-MY,GL-MY,DiseaseOrPhenotypicFeature,TEXT:DiseaseOrPhenotypicFeature:gl-my,,,Negative effect,1,7.5050573,7.505,35639556,1,True,False,Performance of Pyrethroid-Neonicotinoid Mixture Formulations Against Field-Collected Strains of the Tropical Bed Bug (Hemiptera: Cimicidae) on Different Substrates.,1
TEXT:ChemicalEntity:neonicotinoid||ChemicalEntity --> TEXT:OrganismTaxon:tobacco whitefly||OrganismTaxon,Negative_Correlation,neonicotinoid,neonicotinoid,ChemicalEntity,TEXT:ChemicalEntity:neonicotinoid,,,tobacco whitefly,tobacco whitefly,OrganismTaxon,TEXT:OrganismTaxon:tobacco whitefly,,,Negative effect,1,7.5050263,7.505,12233176,1,True,False,Toxicological and mechanistic studies on neonicotinoid cross resistance in Q-type Bemisia tabaci (Hemiptera: Aleyrodidae).,1
INCHIKEY:HZRSNVGNWUDEFX-UHFFFAOYSA-N||ChemicalEntity -- INCHIKEY:PYZSVQVRHDXQSL-UHFFFAOYSA-N||ChemicalEntity,Association,dithianon,dithianon,ChemicalEntity,INCHIKEY:PYZSVQVRHDXQSL-UHFFFAOYSA-N,18771,PYZSVQVRHDXQSL-UHFFFAOYSA-N,pyraclostrobin,pyraclostrobin,ChemicalEntity,INCHIKEY:HZRSNVGNWUDEFX-UHFFFAOYSA-N,6422843,HZRSNVGNWUDEFX-UHFFFAOYSA-N,General association,1,7.5048785,7.505,27141740,1,True,False,INCIDENCE AND SEVERITY OF LEAF AND FRUIT DISEASES OF PLUMS IN LATVIA.,1
INCHIKEY:KAATUXNTWXVJKI-NSHGMRRFSA-N||ChemicalEntity --> TEXT:GeneOrGeneProduct:ak||GeneOrGeneProduct,Positive_Correlation,alpha-cypermethrin,alpha-cypermethrin,ChemicalEntity,INCHIKEY:KAATUXNTWXVJKI-NSHGMRRFSA-N,93357,KAATUXNTWXVJKI-NSHGMRRFSA-N,AK,AK,GeneOrGeneProduct,TEXT:GeneOrGeneProduct:ak,,,Positive effect,1,7.5012674,7.501,32028016,1,True,False,Toxicologic evidence of developmental neurotoxicity of Type II pyrethroids cyfluthrin and alpha-cypermethrin in SH-SY5Y cells.,1
INCHIKEY:SBPBAQFWLVIOKP-UHFFFAOYSA-N||ChemicalEntity -- TEXT:GeneOrGeneProduct:psb a||GeneOrGeneProduct,Association,chlorpyrifos,chlorpyrifos,ChemicalEntity,INCHIKEY:SBPBAQFWLVIOKP-UHFFFAOYSA-N,2730,SBPBAQFWLVIOKP-UHFFFAOYSA-N,psb A,psb A,GeneOrGeneProduct,TEXT:GeneOrGeneProduct:psb a,,,General association,1,7.5011525,7.501,36464116,1,True,False,Interactive effect of 24-epibrassinolide and plant growth promoting rhizobacteria inoculation restores photosynthetic attributes in Brassica juncea L. under chlorpyrifos toxicity.,1
INCHIKEY:SBPBAQFWLVIOKP-UHFFFAOYSA-N||ChemicalEntity -- TEXT:OrganismTaxon:brassica juncea l||OrganismTaxon,Association,chlorpyrifos,chlorpyrifos,ChemicalEntity,INCHIKEY:SBPBAQFWLVIOKP-UHFFFAOYSA-N,2730,SBPBAQFWLVIOKP-UHFFFAOYSA-N,Brassica juncea L.,Brassica juncea L.,OrganismTaxon,TEXT:OrganismTaxon:brassica juncea l,,,General association,1,7.5011525,7.501,36464116,1,True,False,Interactive effect of 24-epibrassinolide and plant growth promoting rhizobacteria inoculation restores photosynthetic attributes in Brassica juncea L. under chlorpyrifos toxicity.,1
INCHIKEY:JLYXXMFPNIAWKQ-UHFFFAOYSA-N||ChemicalEntity -- INCHIKEY:WHUUTDBJXJRKMK-VKHMYHEASA-N||ChemicalEntity,Association,gamma-BHC,gamma-BHC,ChemicalEntity,INCHIKEY:JLYXXMFPNIAWKQ-UHFFFAOYSA-N,727,JLYXXMFPNIAWKQ-UHFFFAOYSA-N,(2S)-2-aminopentanedioic acid,(2S)-2-aminopentanedioic acid,ChemicalEntity,INCHIKEY:WHUUTDBJXJRKMK-VKHMYHEASA-N,33032,WHUUTDBJXJRKMK-VKHMYHEASA-N,General association,1,7.5011015,7.501,18651916,1,True,False,Role of a serine residue (S278) in the pore-facing region of the housefly L-glutamate-gated chloride channel in determining sensitivity to noncompetitive antagonists.,1
INCHIKEY:MXWJVTOOROXGIU-UHFFFAOYSA-N||ChemicalEntity -- INCHIKEY:ODCWYMIRDDJXKW-UHFFFAOYSA-N||ChemicalEntity,Association,atrazine,atrazine,ChemicalEntity,INCHIKEY:MXWJVTOOROXGIU-UHFFFAOYSA-N,2256,MXWJVTOOROXGIU-UHFFFAOYSA-N,simazine,simazine,ChemicalEntity,INCHIKEY:ODCWYMIRDDJXKW-UHFFFAOYSA-N,5216,ODCWYMIRDDJXKW-UHFFFAOYSA-N,General association,1,7.5011015,7.501,18656684,1,True,False,Application of bamboo charcoal as solid-phase extraction adsorbent for the determination of atrazine and simazine in environmental water samples by high-performance liquid chromatography-ultraviolet detector.,1
INCHIKEY:SBPBAQFWLVIOKP-UHFFFAOYSA-N||ChemicalEntity --> TEXT:GeneOrGeneProduct:fatty acid amide hydrolase||GeneOrGeneProduct,Negative_Correlation,chlorpyrifos,chlorpyrifos,ChemicalEntity,INCHIKEY:SBPBAQFWLVIOKP-UHFFFAOYSA-N,2730,SBPBAQFWLVIOKP-UHFFFAOYSA-N,fatty acid amide hydrolase,fatty acid amide hydrolase,GeneOrGeneProduct,TEXT:GeneOrGeneProduct:fatty acid amide hydrolase,,,Negative effect,1,7.499799,7.5,23761300,1,True,False,Induction of endocannabinoid levels in juvenile rat brain following developmental chlorpyrifos exposure.,1
INCHIKEY:UOAMTSKGCBMZTC-UHFFFAOYSA-N||ChemicalEntity -- TEXT:OrganismTaxon:mountain gorillas||OrganismTaxon,Association,dicofol,dicofol,ChemicalEntity,INCHIKEY:UOAMTSKGCBMZTC-UHFFFAOYSA-N,8268,UOAMTSKGCBMZTC-UHFFFAOYSA-N,Mountain Gorillas,Mountain Gorillas,OrganismTaxon,TEXT:OrganismTaxon:mountain gorillas,,,General association,1,7.4995832,7.5,33272601,0,True,False,"The endangered African Great Ape: Pesticide residues in soil and plants consumed by Mountain Gorillas (Gorilla beringei) in Bwindi Impenetrable National Park, East Africa.",1
INCHIKEY:LDVVMCZRFWMZSG-UHFFFAOYSA-N||ChemicalEntity -- TEXT:OrganismTaxon:rat||OrganismTaxon,Association,captan,captan,ChemicalEntity,INCHIKEY:LDVVMCZRFWMZSG-UHFFFAOYSA-N,8606,LDVVMCZRFWMZSG-UHFFFAOYSA-N,rat,rat,OrganismTaxon,TEXT:OrganismTaxon:rat,,,General association,2,7.498963,7.432,7728906,1,True,False,The incorporation of radiolabelled sulphur from captan into protein and its impact on a DNA binding study.,1
INCHIKEY:QQODLKZGRKWIFG-UHFFFAOYSA-N||ChemicalEntity -- INCHIKEY:ZXQYGBMAQZUVMI-RDDWSQKMSA-N||ChemicalEntity,Association,cyfluthrin,cyfluthrin,ChemicalEntity,INCHIKEY:QQODLKZGRKWIFG-UHFFFAOYSA-N,104926,QQODLKZGRKWIFG-UHFFFAOYSA-N,lambda-cyhalothrin,lambda-cyhalothrin,ChemicalEntity,INCHIKEY:ZXQYGBMAQZUVMI-RDDWSQKMSA-N,6440557,ZXQYGBMAQZUVMI-RDDWSQKMSA-N,General association,2,7.498963,7.499,7777920,2,True,False,Comparative susceptibility of Periplaneta americana (L) to five pyrethroid insecticides.,1
INCHIKEY:FHIVAFMUCKRCQO-UHFFFAOYSA-N||ChemicalEntity -- INCHIKEY:LCCNCVORNKJIRZ-UHFFFAOYSA-N||ChemicalEntity,Association,parathion,parathion,ChemicalEntity,INCHIKEY:LCCNCVORNKJIRZ-UHFFFAOYSA-N,991,LCCNCVORNKJIRZ-UHFFFAOYSA-N,diazinon,diazinon,ChemicalEntity,INCHIKEY:FHIVAFMUCKRCQO-UHFFFAOYSA-N,3017,FHIVAFMUCKRCQO-UHFFFAOYSA-N,General association,1,7.498963,7.499,7871535,1,True,False,Toxic interactions between fungicides that inhibit ergosterol biosynthesis and phosphorothioate insecticides in the male rat and bobwhite quail (Colinus virginianus).,1
INCHIKEY:JXSJBGJIGXNWCI-UHFFFAOYSA-N||ChemicalEntity -- TEXT:GeneOrGeneProduct:butyryl cholinesterase||GeneOrGeneProduct,Association,carbophos,carbophos,ChemicalEntity,INCHIKEY:JXSJBGJIGXNWCI-UHFFFAOYSA-N,4004,JXSJBGJIGXNWCI-UHFFFAOYSA-N,butyryl cholinesterase,butyryl cholinesterase,GeneOrGeneProduct,TEXT:GeneOrGeneProduct:butyryl cholinesterase,,,General association,1,7.498963,7.499,7871535,1,True,False,Toxic interactions between fungicides that inhibit ergosterol biosynthesis and phosphorothioate insecticides in the male rat and bobwhite quail (Colinus virginianus).,1
INCHIKEY:KAATUXNTWXVJKI-NSHGMRRFSA-N||ChemicalEntity -- TEXT:OrganismTaxon:periplaneta americana (l||OrganismTaxon,Association,alpha-cypermethrin,alpha-cypermethrin,ChemicalEntity,INCHIKEY:KAATUXNTWXVJKI-NSHGMRRFSA-N,93357,KAATUXNTWXVJKI-NSHGMRRFSA-N,Periplaneta americana (L),Periplaneta americana (L),OrganismTaxon,TEXT:OrganismTaxon:periplaneta americana (l,,,General association,1,7.498963,7.499,7777920,1,True,False,Comparative susceptibility of Periplaneta americana (L) to five pyrethroid insecticides.,1
INCHIKEY:LDVVMCZRFWMZSG-UHFFFAOYSA-N||ChemicalEntity -- INCHIKEY:OGYGFUAIIOPWQD-UHFFFAOYSA-N||ChemicalEntity,Association,captan,captan,ChemicalEntity,INCHIKEY:LDVVMCZRFWMZSG-UHFFFAOYSA-N,8606,LDVVMCZRFWMZSG-UHFFFAOYSA-N,"1,3-thiazolidine","1,3-thiazolidine",ChemicalEntity,INCHIKEY:OGYGFUAIIOPWQD-UHFFFAOYSA-N,10444,OGYGFUAIIOPWQD-UHFFFAOYSA-N,General association,1,7.498963,7.499,7728906,1,True,False,The incorporation of radiolabelled sulphur from captan into protein and its impact on a DNA binding study.,1
INCHIKEY:CWFOCCVIPCEQCK-UHFFFAOYSA-N||ChemicalEntity --> TEXT:OrganismTaxon:trichogramma chilonis ishii||OrganismTaxon,Negative_Correlation,chlorfenapyr,chlorfenapyr,ChemicalEntity,INCHIKEY:CWFOCCVIPCEQCK-UHFFFAOYSA-N,91778,CWFOCCVIPCEQCK-UHFFFAOYSA-N,Trichogramma chilonis Ishii,Trichogramma chilonis Ishii,OrganismTaxon,TEXT:OrganismTaxon:trichogramma chilonis ishii,,,Negative effect,2,7.497665,6.659,22928293,2,True,False,Acute toxicities and sublethal effects of some conventional insecticides on Trichogramma chilonis (Hymenoptera: Trichogrammatidae).,1
INCHIKEY:MHAJPDPJQMAIIY-UHFFFAOYSA-N||ChemicalEntity -- INCHIKEY:YWTYJOPNNQFBPC-UHFFFAOYSA-N||ChemicalEntity,Association,imidacloprid,imidacloprid,ChemicalEntity,INCHIKEY:YWTYJOPNNQFBPC-UHFFFAOYSA-N,86287518,YWTYJOPNNQFBPC-UHFFFAOYSA-N,hydrogen peroxide,hydrogen peroxide,ChemicalEntity,INCHIKEY:MHAJPDPJQMAIIY-UHFFFAOYSA-N,784,MHAJPDPJQMAIIY-UHFFFAOYSA-N,General association,1,7.4973435,7.497,34280832,1,True,False,Extensive production of hydroxyl radicals during oxygenation of anoxic paddy soils: Implications to imidacloprid degradation.,1
INCHIKEY:ONUFESLQCSAYKA-UHFFFAOYSA-N||ChemicalEntity --> TEXT:DiseaseOrPhenotypicFeature:toxicity||DiseaseOrPhenotypicFeature,Positive_Correlation,iprodione,iprodione,ChemicalEntity,INCHIKEY:ONUFESLQCSAYKA-UHFFFAOYSA-N,37517,ONUFESLQCSAYKA-UHFFFAOYSA-N,toxicity,toxicity,DiseaseOrPhenotypicFeature,TEXT:DiseaseOrPhenotypicFeature:toxicity,,,Positive effect,1,7.4964523,7.496,29091792,1,True,False,Single and joint toxicity assessment of four currently used pesticides to zebrafish (Danio rerio) using traditional and molecular endpoints.,1
INCHIKEY:ZXQYGBMAQZUVMI-RDDWSQKMSA-N||ChemicalEntity -- TEXT:OrganismTaxon:lu. longipalpis||OrganismTaxon,Association,lambda-cyhalothrin,lambda-cyhalothrin,ChemicalEntity,INCHIKEY:ZXQYGBMAQZUVMI-RDDWSQKMSA-N,6440557,ZXQYGBMAQZUVMI-RDDWSQKMSA-N,Lu. longipalpis,Lu. longipalpis,OrganismTaxon,TEXT:OrganismTaxon:lu. longipalpis,,,General association,2,7.495023,7.342,30871639,2,True,False,"Susceptibility of wild-caught Lutzomyia longipalpis (Diptera: Psychodidae) sand flies to insecticide after an extended period of exposure in western São Paulo, Brazil.",1
INCHIKEY:QBYJBZPUGVGKQQ-SJJAEHHWSA-N||ChemicalEntity -- TEXT:OrganismTaxon:prawn||OrganismTaxon,Association,aldrin,aldrin,ChemicalEntity,INCHIKEY:QBYJBZPUGVGKQQ-SJJAEHHWSA-N,12310947,QBYJBZPUGVGKQQ-SJJAEHHWSA-N,prawn,prawn,OrganismTaxon,TEXT:OrganismTaxon:prawn,,,General association,1,7.494438,7.494,1907140,1,True,False,"Methylparathion, carbaryl and aldrin impact on nitrogen metabolism of prawn, Penaeus indicus.",1
INCHIKEY:YKBZOVFACRVRJN-UHFFFAOYSA-N||ChemicalEntity --> TEXT:OrganismTaxon:american cockroach||OrganismTaxon,Negative_Correlation,dinotefuran,dinotefuran,ChemicalEntity,INCHIKEY:YKBZOVFACRVRJN-UHFFFAOYSA-N,197701,YKBZOVFACRVRJN-UHFFFAOYSA-N,American cockroach,American cockroach,OrganismTaxon,TEXT:OrganismTaxon:american cockroach,,,Negative effect,1,7.494376,7.494,12146167,1,True,False,Structural effects of dinotefuran and analogues in insecticidal and neural activities.,1
INCHIKEY:SBPBAQFWLVIOKP-UHFFFAOYSA-N||ChemicalEntity --> TEXT:OrganismTaxon:rhipicephalus (boophilus) microplus||OrganismTaxon,Negative_Correlation,chlorpyrifos,chlorpyrifos,ChemicalEntity,INCHIKEY:SBPBAQFWLVIOKP-UHFFFAOYSA-N,2730,SBPBAQFWLVIOKP-UHFFFAOYSA-N,Rhipicephalus (Boophilus) microplus,Rhipicephalus (Boophilus) microplus,OrganismTaxon,TEXT:OrganismTaxon:rhipicephalus (boophilus) microplus,,,Negative effect,1,7.4941883,7.494,20040194,1,True,False,[Compatibility of Beauveria bassiana (Ascomycetes: Clavicipitaceae) with chemicals acaricides used in the control of cattle tick].,1
TEXT:ChemicalEntity:acaricide||ChemicalEntity --> INCHIKEY:KAATUXNTWXVJKI-UHFFFAOYSA-N||ChemicalEntity,Negative_Correlation,acaricide,acaricide,ChemicalEntity,TEXT:ChemicalEntity:acaricide,,,cypermethrin,cypermethrin,ChemicalEntity,INCHIKEY:KAATUXNTWXVJKI-UHFFFAOYSA-N,2912,KAATUXNTWXVJKI-UHFFFAOYSA-N,Negative effect,1,7.4941883,7.494,20040194,0,True,False,[Compatibility of Beauveria bassiana (Ascomycetes: Clavicipitaceae) with chemicals acaricides used in the control of cattle tick].,1
INCHIKEY:QHOQHJPRIBSPCY-UHFFFAOYSA-N||ChemicalEntity --> TEXT:OrganismTaxon:an.gambiae s.l||OrganismTaxon,Negative_Correlation,pirimiphos-methyl,pirimiphos-methyl,ChemicalEntity,INCHIKEY:QHOQHJPRIBSPCY-UHFFFAOYSA-N,34526,QHOQHJPRIBSPCY-UHFFFAOYSA-N,An.gambiae s.l.,An.gambiae s.l.,OrganismTaxon,TEXT:OrganismTaxon:an.gambiae s.l,,,Negative effect,2,7.493598,7.147,1685337,2,True,False,Experimental hut trials of bednets impregnated with synthetic pyrethroid or organophosphate insecticide for mosquito control in The Gambia.,1
